"State","County","Metro/Small Town/Rural Status","Percent with SNAP","Percent Margin of Error (±)"
"Florida","Sarasota County","Metro area","0.0787465274333954","0.00476368796080351"
"Massachusetts","Middlesex County","Metro area","0.0787004381418228","0.00247769593261182"
"New York","Saratoga County","Metro area","0.0786833316087723","0.00597828812897205"
"California","Santa Cruz County","Metro area","0.0786118507385254","0.00658376747742295"
"South Carolina","Beaufort County","Metro area","0.0785804465413094","0.00809149444103241"
"Nebraska","Howard County","Metro area","0.0784313753247261","0.0205791052430868"
"Iowa","Hardin County","Rural area","0.0783871412277222","0.015336942858994"
"Texas","Hansford County","Rural area","0.0783223882317543","0.0311025287955999"
"Wyoming","Hot Springs County","Rural area","0.0782493352890015","0.0276401005685329"
"Texas","Lavaca County","Rural area","0.0781552791595459","0.017357598990202"
"Texas","Hays County","Metro area","0.0781356915831566","0.00734332576394081"
"Virginia","Mathews County","Metro area","0.0779254660010338","0.0244293697178364"
"Pennsylvania","Adams County","Metro area","0.0779220759868622","0.00738070392981172"
"Wyoming","Converse County","Rural area","0.0778335705399513","0.0262402910739183"
"Massachusetts","Barnstable County","Metro area","0.0776992291212082","0.00542215723544359"
"Texas","Fayette County","Rural area","0.0776719376444817","0.018451489508152"
"Illinois","Piatt County","Metro area","0.0776509493589401","0.0186938103288412"
"Texas","Upton County","Rural area","0.0775930359959602","0.0272386204451323"
"Nevada","Humboldt County","Small town","0.0775834172964096","0.0198947880417109"
"South Dakota","Sanborn County","Rural area","0.0774253755807877","0.025639571249485"
"Oklahoma","Alfalfa County","Rural area","0.0774161741137505","0.0182253178209066"
"Virginia","Northumberland County","Rural area","0.077389195561409","0.0333002731204033"
"Alaska","Valdez-Cordova Census Area","Rural area","0.0772897526621819","0.0262972228229046"
"Nebraska","Dawes County","Rural area","0.0772578865289688","0.0332644395530224"
"Iowa","Sac County","Rural area","0.0772404298186302","0.014503613114357"
"Iowa","Story County","Metro area","0.0771946161985397","0.00841737352311611"
"Nebraska","Saline County","Rural area","0.0771635100245476","0.0209066774696112"
"Iowa","Dickinson County","Small town","0.0769230797886848","0.0201012641191483"
"Minnesota","Sibley County","Metro area","0.0768846720457077","0.0134337395429611"
"Nebraska","Buffalo County","Small town","0.0768690556287766","0.01268120855093"
"Idaho","Bear Lake County","Rural area","0.0768267214298248","0.0207801647484303"
"Indiana","Posey County","Metro area","0.0767694935202599","0.0172921419143677"
"South Dakota","Hughes County","Small town","0.076721765100956","0.0208083335310221"
"New Hampshire","Grafton County","Small town","0.0766696259379387","0.00827412959188223"
"Nebraska","Johnson County","Rural area","0.0765957459807396","0.0239322073757648"
"Oklahoma","Canadian County","Metro area","0.0765602216124535","0.00705270888283849"
"Virginia","Bedford County","Metro area","0.0765062794089317","0.0115067334845662"
"Colorado","Arapahoe County","Metro area","0.0764393284916878","0.00321064377203584"
"Nebraska","Washington County","Metro area","0.0764148607850075","0.020764647051692"
"Minnesota","Big Stone County","Rural area","0.0763701722025871","0.0249994359910488"
"Ohio","Wood County","Metro area","0.0763218402862549","0.00679708132520318"
"Minnesota","Waseca County","Rural area","0.0762723460793495","0.0175319500267506"
"Utah","Utah County","Metro area","0.0762379243969917","0.00382421095855534"
"North Carolina","Orange County","Metro area","0.0761289820075035","0.00795458909124136"
"Texas","Schleicher County","Rural area","0.0760769918560982","0.0343920364975929"
"Mississippi","Lafayette County","Small town","0.0757398307323456","0.0121577242389321"
"Oklahoma","Custer County","Small town","0.0757387429475784","0.0161156766116619"
"Texas","Llano County","Rural area","0.0757162347435951","0.020492909476161"
"Minnesota","Redwood County","Rural area","0.075694665312767","0.0121924262493849"
"Texas","Midland County","Metro area","0.0756856948137283","0.00842440035194159"
"Oklahoma","Kingfisher County","Rural area","0.075465016067028","0.0186087265610695"
"California","Plumas County","Rural area","0.0754536762833595","0.0169470440596342"
"Kentucky","Boone County","Metro area","0.0754233375191689","0.0087714334949851"
"North Dakota","Towner County","Rural area","0.0753564164042473","0.0258604492992163"
"South Dakota","Custer County","Metro area","0.0752855688333511","0.0240280721336603"
"Virginia","Montgomery County","Metro area","0.0751799643039703","0.0120431073009968"
"Montana","Phillips County","Rural area","0.0749583542346954","0.0380943119525909"
"Connecticut","Middlesex County","Metro area","0.0748341307044029","0.00639045657590032"
"Kansas","Rooks County","Rural area","0.0748175159096718","0.0207593496888876"
"Montana","Wheatland County","Rural area","0.074798621237278","0.0408506318926811"
"Washington","San Juan County","Rural area","0.0747737139463425","0.00939896889030933"
"Kansas","Morris County","Rural area","0.0747422650456429","0.024277351796627"
"Kansas","Harper County","Rural area","0.0747390389442444","0.0188684295862913"
"Wyoming","Natrona County","Metro area","0.0745789930224419","0.00830949284136295"
"Michigan","Clinton County","Metro area","0.0745530650019646","0.0075721419416368"
"Montana","Broadwater County","Rural area","0.0744724869728088","0.0271777044981718"
"Virginia","Gloucester County","Metro area","0.0744263008236885","0.0137004749849439"
"North Dakota","Williams County","Small town","0.074414849281311","0.0173276718705893"
"Virginia","Lexington city","Rural area","0.0743534490466118","0.0486898384988308"
"Wyoming","Goshen County","Rural area","0.074205607175827","0.0206148214638233"
"Indiana","Ohio County","Metro area","0.0741656348109245","0.0299288295209408"
"Wyoming","Carbon County","Rural area","0.0741591453552246","0.0184896197170019"
"Texas","Fort Bend County","Metro area","0.074143260717392","0.00449297903105617"
"Kansas","Clark County","Rural area","0.0741150453686714","0.0294315312057734"
"Indiana","Tipton County","Rural area","0.0740509331226349","0.022893225774169"
"Kansas","Meade County","Rural area","0.0738738775253296","0.0286256819963455"
"North Dakota","McHenry County","Small town","0.073833204805851","0.0177954398095608"
"Colorado","Lake County","Rural area","0.0736943259835243","0.0354356542229652"
"Colorado","Dolores County","Rural area","0.0736111104488373","0.0352652594447136"
"Utah","Rich County","Rural area","0.0736000016331673","0.0326027162373066"
"Nebraska","Harlan County","Rural area","0.0735849067568779","0.0235734023153782"
"Kansas","Leavenworth County","Metro area","0.0735565200448036","0.011198160238564"
"Illinois","Clinton County","Metro area","0.0734370574355125","0.0132020292803645"
"Pennsylvania","Cumberland County","Metro area","0.0733671188354492","0.00532587198540568"
"Nebraska","Dixon County","Metro area","0.0733624473214149","0.0163242314010859"
"Minnesota","Jackson County","Rural area","0.0733564049005508","0.0199696216732264"
"Virginia","Highland County","Rural area","0.0731489732861519","0.0522955320775509"
"California","Santa Barbara County","Metro area","0.073134757578373","0.00467022275552154"
"Colorado","Yuma County","Rural area","0.0730855539441109","0.0265569016337395"
"Kentucky","Spencer County","Metro area","0.0730459094047546","0.0188164468854666"
"Indiana","Warren County","Rural area","0.0730387717485428","0.0218485351651907"
"Virginia","Goochland County","Metro area","0.0730096623301506","0.0206792894750834"
"Alaska","Juneau City and Borough","Small town","0.0729115158319473","0.0143601112067699"
"Nebraska","Pawnee County","Rural area","0.0728582888841629","0.0229164678603411"
"Minnesota","Otter Tail County","Small town","0.0728236362338066","0.0085093779489398"
"Virginia","Augusta County","Metro area","0.0727880373597145","0.00899602752178907"
"Minnesota","Brown County","Small town","0.0727375224232674","0.0109791178256273"
"Minnesota","Le Sueur County","Metro area","0.0725589990615845","0.0132804606109858"
"Wyoming","Platte County","Rural area","0.072554349899292","0.0314511582255363"
"Utah","Kane County","Rural area","0.0725308656692505","0.0345983877778053"
"Minnesota","Lake County","Rural area","0.0724025368690491","0.0176743548363447"
"Wisconsin","Pierce County","Metro area","0.0723793134093285","0.0124687636271119"
"California","Alameda County","Metro area","0.0722248926758766","0.0021187465172261"
"Massachusetts","Norfolk County","Metro area","0.0721945986151695","0.00320611777715385"
"Nebraska","Custer County","Rural area","0.0721606388688087","0.0197791047394276"
"Colorado","Archuleta County","Rural area","0.0720921605825424","0.0227346401661634"
"Montana","Park County","Rural area","0.0720796510577202","0.0206037368625402"
"Virginia","Chesterfield County","Metro area","0.0719547867774963","0.00515232747420669"
"South Dakota","McCook County","Metro area","0.0719457045197487","0.0211187209933996"
"Indiana","Warrick County","Metro area","0.0718334019184113","0.0116761410608888"
"Virginia","Orange County","Rural area","0.0718006789684296","0.0153170861303806"
"Iowa","Cedar County","Rural area","0.0717199668288231","0.0141407623887062"
"North Dakota","Emmons County","Rural area","0.0717105269432068","0.0192642528563738"
"Wyoming","Weston County","Rural area","0.0714741572737694","0.0314682610332966"
"Florida","St. Johns County","Metro area","0.0712967962026596","0.00730048445984721"
"North Carolina","Wake County","Metro area","0.0712213143706322","0.00280021224170923"
"Iowa","Butler County","Rural area","0.0711556822061539","0.00994517561048269"
"New Jersey","Cape May County","Metro area","0.0710952505469322","0.00863616820424795"
"Texas","Randall County","Metro area","0.0710326656699181","0.0104938689619303"
"Minnesota","Martin County","Small town","0.0709809735417366","0.015172422863543"
"Florida","Monroe County","Small town","0.0708991810679436","0.00916020758450031"
"California","Sonoma County","Metro area","0.0708939209580421","0.00411330861970782"
"California","Monterey County","Metro area","0.0707535147666931","0.00428639631718397"
"California","Ventura County","Metro area","0.0706324428319931","0.00402694707736373"
"Minnesota","Meeker County","Rural area","0.0706217810511589","0.010026135481894"
"Nebraska","York County","Rural area","0.0705467388033867","0.0209990050643682"
"Kansas","Lincoln County","Rural area","0.0704879909753799","0.0205516051501036"
"Georgia","Cherokee County","Metro area","0.0704670399427414","0.00841633882373571"
"Colorado","San Juan County","Rural area","0.070422537624836","0.0621557831764221"
"Kansas","Lane County","Rural area","0.0703703686594963","0.0378906689584255"
"Nebraska","Garden County","Rural area","0.0703575536608696","0.0227083992213011"
"Texas","Walker County","Small town","0.0703551545739174","0.0144575163722038"
"California","San Diego County","Metro area","0.0702040046453476","0.00163795903790742"
"Iowa","Plymouth County","Metro area","0.070143885910511","0.0134549904614687"
"Illinois","McHenry County","Metro area","0.070039689540863","0.00527246249839664"
"Maryland","Frederick County","Metro area","0.0698915645480156","0.00540178129449487"
"Texas","Gaines County","Rural area","0.0698046162724495","0.0197335630655289"
"Maryland","Anne Arundel County","Metro area","0.0697899237275124","0.00358847412280738"
"Connecticut","Tolland County","Metro area","0.0695948526263237","0.00914979260414839"
"South Dakota","Brookings County","Small town","0.0695736557245255","0.0177289973944426"
"Missouri","Andrew County","Metro area","0.0694749131798744","0.0198471732437611"
"Montana","Toole County","Rural area","0.0694300532341003","0.0313796922564507"
"Louisiana","Cameron Parish","Metro area","0.0693554431200027","0.0295077599585056"
"South Dakota","Grant County","Rural area","0.0693498477339745","0.0209245402365923"
"Virginia","New Kent County","Metro area","0.0692583248019218","0.021444246172905"
"Ohio","Medina County","Metro area","0.0689987242221832","0.00563238095492125"
"Virginia","Virginia Beach city","Metro area","0.0689933076500893","0.0044366386719048"
"Texas","Gillespie County","Small town","0.0689655169844627","0.0155742792412639"
"Nebraska","Valley County","Rural area","0.0688935294747353","0.0223089978098869"
"Idaho","Valley County","Rural area","0.0687753930687904","0.0317809209227562"
"Colorado","Gunnison County","Rural area","0.0687243416905403","0.0212094634771347"
"South Dakota","Kingsbury County","Rural area","0.0686400681734085","0.0187013633549213"
"Nebraska","Garfield County","Rural area","0.0684782639145851","0.0354999788105488"
"Kansas","Pottawatomie County","Metro area","0.0683883279561996","0.020141988992691"
"Kansas","Republic County","Rural area","0.0683646127581596","0.0206838939338923"
"Alaska","Fairbanks North Star Borough","Metro area","0.0683511346578598","0.010598948225379"
"Maryland","Carroll County","Metro area","0.0683386027812958","0.00683106994256377"
"Nebraska","Nance County","Rural area","0.0682397931814194","0.023382093757391"
"Pennsylvania","Centre County","Metro area","0.0679909512400627","0.00661484664306045"
"Kansas","Barber County","Rural area","0.0678571462631226","0.0237181466072798"
"Kansas","Sheridan County","Rural area","0.0677671581506729","0.0372688919305801"
"Indiana","Hancock County","Metro area","0.0676911547780037","0.0127965584397316"
"Nebraska","Kearney County","Small town","0.067587211728096","0.0238978546112776"
"Nebraska","Red Willow County","Rural area","0.0675853043794632","0.0237318333238363"
"Georgia","Columbia County","Metro area","0.0675098076462746","0.0123317148536444"
"Indiana","Boone County","Metro area","0.0674435496330261","0.0123745622113347"
"Minnesota","Douglas County","Small town","0.0674400851130486","0.0112799108028412"
"Minnesota","Lincoln County","Rural area","0.0674202665686607","0.0144153758883476"
"Colorado","Larimer County","Metro area","0.0673030763864517","0.00505040353164077"
"New York","Suffolk County","Metro area","0.0672965049743652","0.0021749883890152"
"Illinois","Kendall County","Metro area","0.0672692582011223","0.0127624562010169"
"Ohio","Putnam County","Rural area","0.0671402364969254","0.0122684398666024"
"Arkansas","Benton County","Metro area","0.0671143233776093","0.00623262859880924"
"Minnesota","Pope County","Rural area","0.0670820325613022","0.0138036785647273"
"Kansas","Kearny County","Small town","0.0670685768127441","0.0291879568248987"
"Idaho","Oneida County","Rural area","0.0670535117387772","0.0247855633497238"
"California","Modoc County","Rural area","0.0670299753546715","0.0218355003744364"
"Nebraska","Butler County","Rural area","0.0669732689857483","0.0138937700539827"
"Texas","Montgomery County","Metro area","0.0668255463242531","0.00562861608341336"
"Kansas","Douglas County","Metro area","0.0667239651083946","0.00924453511834145"
"New Jersey","Warren County","Metro area","0.0666039437055588","0.00732702994719148"
"Virginia","King William County","Metro area","0.0666007250547409","0.0198638085275888"
"Kansas","Phillips County","Rural area","0.0665245205163956","0.0168696772307158"
"Montana","Sheridan County","Rural area","0.0665024593472481","0.0299756973981857"
"Nebraska","Hooker County","Rural area","0.0664451792836189","0.0556369423866272"
"Minnesota","Winona County","Small town","0.0664115771651268","0.00944811478257179"
"Kansas","Jackson County","Metro area","0.0663725286722183","0.019642174243927"
"Wisconsin","Washington County","Metro area","0.0663319975137711","0.00657980749383569"
"Kansas","Ellis County","Small town","0.0662557780742645","0.0158026404678822"
"California","Nevada County","Small town","0.0661541894078255","0.00915099587291479"
"Minnesota","McLeod County","Small town","0.0661028400063515","0.0127595821395516"
"Virginia","Rockingham County","Metro area","0.0659906938672066","0.00923261698335409"
"Kansas","Marshall County","Rural area","0.0659264400601387","0.0191062781959772"
"Utah","Beaver County","Rural area","0.0659000426530838","0.0347706116735935"
"Iowa","Dallas County","Metro area","0.0658096298575401","0.00980671495199203"
"Nebraska","Knox County","Rural area","0.0657894760370255","0.0159749556332827"
"Utah","Davis County","Metro area","0.0657419934868813","0.00639234436675906"
"Montana","Teton County","Rural area","0.0656629055738449","0.0207157917320728"
"Minnesota","Chippewa County","Rural area","0.0656393840909004","0.0186449866741896"
"Iowa","Iowa County","Rural area","0.0654963850975037","0.014369310811162"
"Colorado","Chaffee County","Rural area","0.0654084831476212","0.0198940299451351"
"Kansas","Hamilton County","Rural area","0.0653377622365952","0.0361921600997448"
"North Dakota","Barnes County","Rural area","0.0652859956026077","0.0194467734545469"
"Wyoming","Big Horn County","Rural area","0.0652612671256065","0.0157827567309141"
"Minnesota","Lac qui Parle County","Rural area","0.0652523338794708","0.00978420022875071"
"Indiana","Carroll County","Metro area","0.0651222616434097","0.0139226987957954"
"California","Contra Costa County","Metro area","0.0650410279631615","0.00277177314274013"
"North Dakota","Traill County","Rural area","0.0649546831846237","0.015232858248055"
"Nebraska","Phelps County","Rural area","0.064935065805912","0.0184257086366415"
"Nebraska","Platte County","Small town","0.064614899456501","0.0140095623210073"
"Oklahoma","Love County","Rural area","0.0645679384469986","0.0172171145677567"
"North Dakota","Richland County","Small town","0.0644001811742783","0.0157493483275175"
"Maryland","Montgomery County","Metro area","0.0642395690083504","0.00266954721882939"
"Kansas","Logan County","Rural area","0.064212329685688","0.0219715759158134"
"Texas","Kendall County","Metro area","0.0641523525118828","0.0167378187179565"
"Nebraska","Brown County","Rural area","0.0640854462981224","0.0325075276196003"
"California","Orange County","Metro area","0.0640779063105583","0.00164932163897902"
"Indiana","LaGrange County","Rural area","0.0639662444591522","0.0148462932556868"
"Minnesota","Renville County","Rural area","0.0638332292437553","0.00921903923153877"
"Minnesota","Murray County","Rural area","0.0637954249978065","0.0128612983971834"
"Kansas","Clay County","Rural area","0.0637853965163231","0.0283627826720476"
"California","El Dorado County","Metro area","0.0636624842882156","0.00718427402898669"
"Texas","Archer County","Metro area","0.0636445507407188","0.0220492519438267"
"Virginia","Roanoke County","Metro area","0.0636188089847565","0.0080376174300909"
"Missouri","Osage County","Metro area","0.0634165704250336","0.0155450822785497"
"South Dakota","Jerauld County","Rural area","0.0633640587329865","0.0308361947536469"
"Minnesota","Lake of the Woods County","Rural area","0.0631850436329842","0.0316990166902542"
"Minnesota","Goodhue County","Small town","0.0626738741993904","0.0102557726204395"
"Nevada","Lincoln County","Rural area","0.0626702979207039","0.0381498783826828"
"Minnesota","Wright County","Metro area","0.0626321211457253","0.00717420736327767"
"Nebraska","Hamilton County","Metro area","0.0626180842518806","0.0187786743044853"
"Iowa","Hancock County","Rural area","0.0623536929488182","0.0120069542899728"
"Nebraska","Rock County","Rural area","0.0618705041706562","0.0283573884516954"
"Virginia","Williamsburg city","Metro area","0.0615949854254723","0.0183851234614849"
"Michigan","Livingston County","Metro area","0.0615942552685738","0.00522735342383385"
"Nevada","Elko County","Small town","0.0615279823541641","0.00913405045866966"
"Virginia","Clarke County","Metro area","0.0615274533629417","0.0254999995231628"
"Texas","Crockett County","Rural area","0.0614954568445683","0.0450396202504635"
"Minnesota","Dodge County","Metro area","0.0614532493054867","0.0115532195195556"
"North Dakota","McIntosh County","Rural area","0.0613967776298523","0.0182221625000238"
"North Dakota","Grant County","Rural area","0.0613718405365944","0.0186494681984186"
"North Dakota","Eddy County","Rural area","0.0613614581525326","0.0246510114520788"
"Virginia","Rappahannock County","Metro area","0.0612873435020447","0.0257062129676342"
"Illinois","Woodford County","Metro area","0.0612188540399075","0.0100985718891025"
"Ohio","Holmes County","Rural area","0.0612000003457069","0.0117881828919053"
"Alaska","Bristol Bay Borough","Rural area","0.0611111111938953","0.032561931759119"
"Wisconsin","St. Croix County","Metro area","0.0608332566916943","0.00985610764473677"
"Michigan","Leelanau County","Small town","0.0607747100293636","0.00933357980102301"
"North Dakota","Hettinger County","Rural area","0.0604147873818874","0.0231755916029215"
"Virginia","Prince William County","Metro area","0.0603539422154427","0.00406490452587605"
"South Dakota","Deuel County","Rural area","0.0603070184588432","0.0144797479733825"
"North Dakota","Griggs County","Rural area","0.0602870807051659","0.0186565406620502"
"Oklahoma","Ellis County","Rural area","0.0602706037461758","0.0194932911545038"
"Colorado","Clear Creek County","Metro area","0.060077078640461","0.0210768356919289"
"Nebraska","Saunders County","Metro area","0.0600675754249096","0.0122992116957903"
"Iowa","Winnebago County","Rural area","0.0600660070776939","0.0194464679807425"
"Illinois","DuPage County","Metro area","0.0599875524640083","0.00241893180646002"
"New Jersey","Middlesex County","Metro area","0.059863243252039","0.00260081817395985"
"Alabama","Shelby County","Metro area","0.0597561299800873","0.00566501216962934"
"North Dakota","Wells County","Rural area","0.0597235932946205","0.0280003640800714"
"North Dakota","LaMoure County","Rural area","0.0596685074269772","0.0163989495486021"
"New Jersey","Monmouth County","Metro area","0.0594972260296345","0.00313154002651572"
"Idaho","Blaine County","Small town","0.0594855323433876","0.0192687846720219"
"Texas","Denton County","Metro area","0.0594190917909145","0.00299264653585851"
"Kansas","Jewell County","Rural area","0.0593705289065838","0.0169005133211613"
"South Dakota","Clark County","Rural area","0.0592938028275967","0.0209038611501455"
"Iowa","Mitchell County","Rural area","0.059231836348772","0.016820440068841"
"Iowa","Lyon County","Rural area","0.059216383844614","0.0143905365839601"
"Minnesota","Dakota County","Metro area","0.0591454431414604","0.00389779219403863"
"Nebraska","Hayes County","Rural area","0.0589569173753262","0.0312212072312832"
"Pennsylvania","Montgomery County","Metro area","0.0589349567890167","0.00230848928913474"
"Kansas","Ottawa County","Small town","0.0588716268539429","0.0190813858062029"
"Montana","Powder River County","Rural area","0.0588235296308994","0.0303721595555544"
"Kansas","Pratt County","Rural area","0.0587612502276897","0.0183540545403957"
"Kansas","Comanche County","Rural area","0.0587467364966869","0.0310668107122183"
"Colorado","Jackson County","Rural area","0.0584415569901466","0.0370351038873196"
"North Dakota","Stark County","Small town","0.0584269650280476","0.013158512301743"
"Texas","Live Oak County","Rural area","0.0583106279373169","0.021216033026576"
"Texas","Carson County","Metro area","0.0580895021557808","0.0235613062977791"
"Minnesota","Wabasha County","Metro area","0.0578631721436977","0.01116390991956"
"Texas","Lipscomb County","Rural area","0.0574898794293404","0.0205626953393221"
"Iowa","Bremer County","Metro area","0.0573691539466381","0.0130105204880238"
"California","San Luis Obispo County","Metro area","0.0572391860187054","0.00571516202762723"
"Kansas","Washington County","Rural area","0.0572139285504818","0.0147432340309024"
"Minnesota","Stevens County","Rural area","0.0571909174323082","0.0172711368650198"
"Nebraska","Sherman County","Rural area","0.0570592544972897","0.023819463327527"
"Iowa","Winneshiek County","Rural area","0.0570383928716183","0.0117341550067067"
"Texas","Crane County","Rural area","0.0570317581295967","0.0284206438809633"
"New Mexico","Harding County","Rural area","0.0569948181509972","0.0282424204051495"
"Texas","Oldham County","Metro area","0.0568181835114956","0.0286304373294115"
"Minnesota","Roseau County","Rural area","0.0566655732691288","0.0097662266343832"
"Montana","Stillwater County","Rural area","0.0565539114177227","0.0189087577164173"
"Georgia","Oconee County","Metro area","0.0564778633415699","0.0125830257311463"
"Texas","Chambers County","Metro area","0.0563738718628883","0.0169266872107983"
"Kansas","McPherson County","Small town","0.0563735812902451","0.015778599306941"
"Iowa","Grundy County","Metro area","0.0563734993338585","0.0115719838067889"
"Kansas","Thomas County","Rural area","0.0562944635748863","0.027109919115901"
"North Dakota","Golden Valley County","Rural area","0.0562200956046581","0.0260640252381563"
"Iowa","Sioux County","Rural area","0.0561976544559002","0.0140311494469643"
"North Dakota","Mercer County","Rural area","0.0560544207692146","0.0208583436906338"
"Kansas","Rawlins County","Rural area","0.0560271665453911","0.0209818072617054"
"North Dakota","Foster County","Rural area","0.0560000017285347","0.0231413971632719"
"Kansas","Marion County","Rural area","0.0559019111096859","0.00985284429043531"
"Texas","Comal County","Metro area","0.0558913052082062","0.00792867224663496"
"Texas","Martin County","Metro area","0.0558624938130379","0.0293074417859316"
"Nebraska","Sarpy County","Metro area","0.0558125488460064","0.00607930356636643"
"Pennsylvania","Bucks County","Metro area","0.0555077344179153","0.00275111175142229"
"Texas","Mills County","Rural area","0.0554666668176651","0.0236898846924305"
"South Dakota","Stanley County","Small town","0.0554272532463074","0.0390642248094082"
"Texas","Williamson County","Metro area","0.0554269291460514","0.00387949333526194"
"North Dakota","Renville County","Small town","0.0553907006978989","0.0244935695081949"
"Montana","Jefferson County","Small town","0.0552820041775703","0.0187435820698738"
"Kansas","Morton County","Rural area","0.0552677027881145","0.0325265191495419"
"Kansas","Ellsworth County","Rural area","0.0552244745194912","0.0189279764890671"
"Kentucky","Oldham County","Metro area","0.0551915839314461","0.00950052309781313"
"Minnesota","Sherburne County","Metro area","0.0550989247858524","0.00880048237740993"
"Montana","Gallatin County","Small town","0.0550785176455975","0.00746918190270662"
"North Dakota","Burleigh County","Metro area","0.0550453886389732","0.00665854988619685"
"New Jersey","Burlington County","Metro area","0.055034838616848","0.00360495620407164"
"Texas","Rockwall County","Metro area","0.0550149716436863","0.0106315519660711"
"Texas","Yoakum County","Rural area","0.0549738220870495","0.0245725531131029"
"Florida","Sumter County","Metro area","0.0546371713280678","0.00620848871767521"
"South Dakota","Edmunds County","Small town","0.0546139366924763","0.0204356927424669"
"Nebraska","Cedar County","Rural area","0.0546065531671047","0.0136395683512092"
"Montana","Wibaux County","Rural area","0.0544354841113091","0.0360370278358459"
"Utah","Garfield County","Rural area","0.0544135421514511","0.0189865250140429"
"Nebraska","Pierce County","Small town","0.0542556792497635","0.0141803789883852"
"Kansas","Riley County","Metro area","0.053835142403841","0.0100176492705941"
"North Dakota","Pembina County","Rural area","0.0534677654504776","0.0161169748753309"
"North Dakota","Bowman County","Rural area","0.0534188039600849","0.0226615723222494"
"Kansas","Stevens County","Rural area","0.0534031428396702","0.0269888788461685"
"New Jersey","Bergen County","Metro area","0.0533748269081116","0.00285256374627352"
"Nebraska","Chase County","Rural area","0.0531600713729858","0.019864609465003"
"Colorado","La Plata County","Small town","0.0530895628035069","0.0110981548205018"
"Missouri","Platte County","Metro area","0.0530518032610416","0.0084082605317235"
"Kansas","Kingman County","Metro area","0.0529823377728462","0.0161145925521851"
"Colorado","Boulder County","Metro area","0.0526566877961159","0.00418608915060759"
"Kansas","Graham County","Rural area","0.0525889955461025","0.0241088513284922"
"Georgia","Fayette County","Metro area","0.0525004491209984","0.00815022643655539"
"Wisconsin","Calumet County","Metro area","0.0523913167417049","0.00862879399210215"
"Virginia","Frederick County","Metro area","0.052316639572382","0.00979150272905827"
"Kansas","Mitchell County","Rural area","0.0521064288914204","0.0231608096510172"
"Wisconsin","Waukesha County","Metro area","0.0520683526992798","0.00342979468405247"
"Kansas","Gove County","Rural area","0.0519698224961758","0.0196205098181963"
"Colorado","Jefferson County","Metro area","0.0519572161138058","0.00281218509189785"
"Minnesota","Kittson County","Rural area","0.0517511777579784","0.010808183811605"
"California","San Francisco County","Metro area","0.0516456142067909","0.00233413698151708"
"North Dakota","Adams County","Rural area","0.0514563098549843","0.027931023389101"
"Virginia","Fauquier County","Metro area","0.0514441207051277","0.00963571947067976"
"Illinois","Jo Daviess County","Rural area","0.051399439573288","0.0116928424686193"
"California","Santa Clara County","Metro area","0.0512816421687603","0.00193336373195052"
"Idaho","Teton County","Small town","0.0512751676142216","0.0293091479688883"
"Kansas","Smith County","Rural area","0.0512367486953735","0.0169552098959684"
"Nebraska","Seward County","Metro area","0.0511972270905972","0.0106300627812743"
"Nebraska","Cheyenne County","Rural area","0.0508740469813347","0.0165160614997149"
"Missouri","St. Charles County","Metro area","0.05072370916605","0.00352658401243389"
"Nebraska","Deuel County","Rural area","0.0505882352590561","0.0232568625360727"
"Massachusetts","Nantucket County","Rural area","0.0503128245472908","0.021652901545167"
"New York","Nassau County","Metro area","0.0502214767038822","0.00210932083427906"
"Texas","Sherman County","Rural area","0.0501474924385548","0.0282933656126261"
"North Dakota","Sargent County","Rural area","0.0501408465206623","0.0134249124675989"
"Maryland","Howard County","Metro area","0.0499763377010822","0.00504177017137408"
"Idaho","Custer County","Rural area","0.0499722361564636","0.0258058775216341"
"Nebraska","Cuming County","Rural area","0.0499603487551212","0.0186918899416924"
"Ohio","Geauga County","Metro area","0.0498710237443447","0.00683096051216125"
"South Dakota","Aurora County","Rural area","0.0498687662184238","0.0214926078915596"
"Wisconsin","Ozaukee County","Metro area","0.0498518534004688","0.00617605214938521"
"Colorado","Rio Blanco County","Rural area","0.0497959181666374","0.0222121886909008"
"Virginia","Alexandria city","Metro area","0.0497921034693718","0.00587025005370378"
"Virginia","Fluvanna County","Metro area","0.0496489964425564","0.0148108461871743"
"Minnesota","Marshall County","Rural area","0.0493610613048077","0.00895882397890091"
"Kansas","Nemaha County","Rural area","0.0492634624242783","0.0134632606059313"
"Montana","Sweet Grass County","Rural area","0.049067035317421","0.0302472859621048"
"Virginia","James City County","Metro area","0.049061793833971","0.0107203526422381"
"Nebraska","Cass County","Metro area","0.0490418300032616","0.0103463912382722"
"Alaska","Aleutians West Census Area","Rural area","0.0489038787782192","0.0117208296433091"
"Minnesota","Cook County","Rural area","0.0488538146018982","0.0387270823121071"
"Kansas","Gray County","Rural area","0.0488492250442505","0.0177843980491161"
"Indiana","Hendricks County","Metro area","0.0484895221889019","0.0066418182104826"
"North Dakota","McLean County","Rural area","0.0484622567892075","0.0108424006029963"
"South Dakota","Hyde County","Rural area","0.0484429076313972","0.0326351001858711"
"Ohio","Warren County","Metro area","0.0482470504939556","0.0048529882915318"
"North Dakota","Nelson County","Rural area","0.0481212921440601","0.012924768961966"
"Minnesota","Washington County","Metro area","0.0478736236691475","0.0046228258870542"
"Virginia","Botetourt County","Metro area","0.0478015765547752","0.0129679907113314"
"Virginia","Stafford County","Metro area","0.0476631075143814","0.00636417185887694"
